ID,FINAL_TYPE,KIC,KIC_STATUS,NEW DETECTION,NAME,GAIA_ID,DEMARCHI2007_ID,DEMARCHI2007_VARTYPE,DEMARCHI2007_MEMBER,VARIABILITY_TYPE,MEMBER,CMD,PERIOD,Peph,Q_PHASED,PHASED_LC,FT,COORDINATES,RA,DEC,DIST,P0eph,T0eph,LINK,SOURCEID,FREQUENCY,PMRA,PMRAERR,PMDEC,PMDECERR,PLX,PLXERR,zero_point_plx,GMAG,BP_RP,J_M,H_M,K_M,B,BERR,V,VERR,I,IERR,g,gerr,r,rerr,i,ierr,z,zerr,y,yerr,USED_SPEC,Teff,logg,Rv,Fe/H,proj_ref_astroserver,HECTOSPEC,ESO,LAMOST,SDSS,APOGEE,INT,XT_LINK,XT_Teff,XT_Tefferr,XT_logg,XT_loggerr,XT_Rv,XT_Rverr,[M/H],XT_class,WOCS_LIX,CLASS,RV,RVERR,TEFF,RV_APG,RVSCT_APG,TEFF_APG,T_HYDRA,RV_HYDRA,RV_HYDRA_ER,RV_WIYN,VRAD,VRAD_ER,RV_PROB,P5D-PM-POS-PLX,P4D-PM-POS,P3D-PM-PLX,P5D-NF,P4D-NF,P3D-NF,MEMBER_STATUS,PROB_GAUDIN,P5D-PM-POS-PLX,TYPE_SACHS,POPULATION_STUDY_SACHS,VSTAR_SACHS,SACHS_NOTES,OTHER_ID,REF_SACHS
243,Pulsating,2569055,17lc,,KIC 2569055,Gaia EDR3 2051297275593144192,,,,solar-like,cluster,RGB/RC,0.33164745,,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/04/qphase_243.png,https://drive.google.com/file/d/1FNmPpMtgZIYKQMAn4kefOMc1jiIOWDvl/view?usp=sharing,https://drive.google.com/file/d/1M4xSXsztHRzXev0aWiATpI4VrcAn5QrQ/view?usp=sharing,19:20:30.06 +37:50:19.2,290.12525,37.83866667,7.00,,,http://aladin.u-strasbg.fr/AladinLite/?target=290.12525%2037.83866666666667,2051297275593144192,3.01525008,-0.3771921742,0.013220342,-2.194922658,0.015373069,0.2172955565,0.013465375,-0.02951,14.173242,1.507617,12.27,11.652,11.484,15.952,0.0016,14.587,0.01,13.227,0.0104,15.1796,0.006254,14.1872,0.000402,13.7983,0.003692,13.5882,0.003317,13.4611,0.001991,APOGEE,4543(97),2.450(29),-46.881(12),0.400(8),,,https://xtgrid.astroserver.org/8BZG00_332_ZLNV9K_243_ADP_2019-04-30T11_22_50_891_trim_dat.php?ref=ZLNV9K,,,http://skyserver.sdss.org/dr16/en/tools/explore/summary.aspx?apid=2M19203005+3750191,,,3930,50,2.011,0.013,-46.45,0.30,-1.022,K4III,62012,,nan,nan,nan,nan,nan,nan,,,,-47.24,-47.24,,0.98,0.998944933,0.9970160205,0.9979380358,0.9859936711,0.9800352449,0.9852780665,cluster,1,0.998944933,,RGB - RC -SL,solar-like,IR |* |* |* |* |*,,
244,Pulsating,2569137,10lc,,Cl* NGC 6791 SBG 2423,Gaia EDR3 2051294320655654912,,,,solar-like,field,RGB/HB,3.172,,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/04/qphase_244.png,https://drive.google.com/file/d/1i1al7vGkmorN6xeFVd2hHJgmINBbJnWq/view?usp=sharing,https://drive.google.com/file/d/1ErlBa-a5Dudwp8NlhvSaBXQvN7VqdKCL/view?usp=sharing,19:20:33.26 +37:50:12.4,290.1385833,37.83677778,6.29,,,http://aladin.u-strasbg.fr/AladinLite/?target=290.1385833333333%2037.83677777777777,2051294320655654912,0.315258512,-5.714520366,0.010794247,-5.321766997,0.01253084,0.110118973,0.01090494,-0.030031,13.629844,1.5767632,11.638,10.887,10.771,15.426,0.0016,14.082,0.0056,12.632,0.0128,14.6458,0.002375,13.6931,0.004406,13.118,nan,12.909,nan,12.8026,0.00153,APOGEE,4298(102),1.710(62),-194.10(44),-0.800(16),,,,http://dr6.lamost.org/spectrum/view?obsid=580605211,,http://skyserver.sdss.org/dr16/en/tools/explore/summary.aspx?apid=2M19203326+3750123,,https://xtgrid.astroserver.org/VXUNDS_327_ZPS71B_244_spec-57918-KP192409N391242V04_sp05-211_trim_dat.php?ref=ZPS71B,7010,80,0.862,0.015,181.92,0.60,0.511,F8I,,G5,nan,nan,nan,-194.544,0.433893,4250,,-220.41,0.066,,-220.41,0.066,0.00,0,0,0,0,0.00E-02,0,field,,0,*inCl,,,*iC|IR |*,,
245,Rotational,2435889,nodata,,Cl* NGC 6791 SBG 290,Gaia EDR3 2051290919041461632,,,,rotating,field,MSTO,14.4660962,,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/04/qphase_245.png,https://drive.google.com/file/d/1MUj0mA86mqnm0QTjk2uwyouoFg4AwUs3/view?usp=sharing,https://drive.google.com/file/d/1-rviGstUPqo5xm1_R5tu0Xi5-IZfNuni/view?usp=sharing,19:20:15.14 +37:47:39.0,290.0630833,37.79416667,9.56,,,http://aladin.u-strasbg.fr/AladinLite/?target=290.06308333333334%2037.79416666666667,2051290919041461632,0.06912714988,-3.437690315,0.04144738,-4.703153304,0.04848677,0.735825314,0.041058835,-0.026636,16.669939,1.2248898,15.142,14.713,14.681,17.986,0.0037,16.959,0.003,15.864,0.0061,17.3557,0.00581,16.6428,0.001389,16.3603,0.004579,16.2322,0.003584,16.1439,0.005392,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,nan,1.27E-152,6.06E-123,5.39E-153,9.20E-131,1.05E-117,1.83E-127,field,,1.27E-152,RotV*,,,*iC|IR |* |Ro*,,
246,Binary,2435971,17lc,,	V* V691 Lyr,Gaia EDR3 2051291228279113216,V23,EW,nm,contact,field,BS/RGB,0.27182,0.2718276941,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/04/qphase_246.png,https://drive.google.com/file/d/1hh32eni4DtMsZwXbPruaoyTqCj1cri7Z/view?usp=sharing,https://drive.google.com/file/d/1bNlHO62-LfTQtFg6BhMzotyPlFjZ1N1R/view?usp=sharing,19:20:19.16 +37:47:16.9,290.0798333,37.78802778,8.52,0.27182769(8),2454964.81810(25),http://aladin.u-strasbg.fr/AladinLite/?target=290.07983333333334%2037.788027777777785,2051291228279113216,3.678905158,-7.596343578,0.037607748,-6.185895947,0.04189593,0.6336237557,0.035947207,-0.02539,16.27641,1.1773806,14.425,14.066,13.863,17.445,0.0033,16.498,0.0114,15.465,0.0062,20.5311,0.018338,19.6006,0.011506,19.2067,0.015888,18.9953,0.020965,18.8422,0.017704,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,4919.3335,nan,nan,nan,,,,,,,nan,0,0.00E+00,0.00E+00,0,0,0,field,,0,EB*,,,EB*|IR |*iC|*,,WUMa of wtype
247,Rotational,2568864,nodata,,[HGM2009b] WOCS 147014,Gaia EDR3 2051291262638872192,V59,LON,nm,rotating,cluster,below RGB,14.41846,,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/04/qphase_247.png,https://drive.google.com/file/d/1PnghMTl73SBMXnLs1ulrWFCkACv7vGtA/view?usp=sharing,https://drive.google.com/file/d/16-gcPL57LT0EDyj27Q4qOwBddc8Ce5Om/view?usp=sharing,19:20:21.49 +37:48:21.6,290.0895417,37.806,8.14,,,http://aladin.u-strasbg.fr/AladinLite/?target=290.08954166666666%2037.806,2051291262638872192,0.0693555345,-0.3814022591,0.06781475,-2.139482248,0.07864169,0.2303921077,0.06748978,-0.029313,17.618143,1.6150723,15.532,14.81,14.707,19.305,0.0076,17.957,0.0028,16.563,0.01,18.7782,0.002734,17.5663,0.080227,17.1034,0.020746,16.8944,0.048388,16.7579,0.015402,HECTOSPEC,5450(60),4.945(31),-83(3),0.010(0.067),https://astroserver.org/tracking/XZR329.php,https://xtgrid.astroserver.org/RZQJPM_105_XZR329_ID247_247_7_2_0_24_59_7_ms_trim_dat.php?ref=XZR329,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,nan,0.998659586,0.9954492172,0.9971987103,0.9846708203,0.9833738432,0.9806042349,cluster,1,0.998659586,V*,SGB - RotV*,RotV - spotted,V* |IR |*iC|* |RS*|EB*,WOCS ID 147014,WIYN OPEN CLUSTER STUDY. LXXI. SPECTROSCOPIC MEMBERSHIP AND ORBITS OF NGC 6791 SUB-SUBGIANTS (iop.org)
248,Rotational,2569015,nodata,new detection,Gaia EDR3 2051288445135225472,Gaia EDR3 2051288445135225472,,,,rotating,field,MS,1.318267,,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/04/qphase_248.png,https://drive.google.com/file/d/1lRegXiaHuTUvrR6VvkJ6kjABoVeJrGxq/view?usp=sharing,https://drive.google.com/file/d/1nvJHtcyNckIzvQe0ep_oaT-ohvyu1yMa/view?usp=sharing,19:20:28.35 +37:48:59.4,290.118125,37.8165,6.72,,,http://aladin.u-strasbg.fr/AladinLite/?target=290.118125%2037.8165,2051288445135225472,0.7585716702,0.8458346274,0.33576706,-0.7039707542,0.5122726,0.2135997882,0.35520858,-0.029225,20.102491,1.7012634,null,null,null,21.99,0.0365,20.687,0.0365,19.013,0.0142,21.2079,0.02846,20.1635,0.018567,19.6076,0.014363,19.334,0.017542,19.1157,0.019917,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,nan,,,,2.89E-30,1.53E-27,2.99E-30,field,,0,,,,,,
249,Pulsating,2569078,10lc,,2MASS J19203092+3748450,Gaia EDR3 2051288445140366464,,,,solar-like,field,RGB/HB,7.5795,,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/04/qphase_249.png,https://drive.google.com/file/d/1-_-TdP2_wNy-Jv-b9C12YOGN-MH-rnAp/view?usp=sharing,https://drive.google.com/file/d/1tCgotBmXcd8_EAtGoAlqaBq3dTw4bYW2/view?usp=sharing,19:20:30.93 +37:48:45.1,290.128875,37.81252778,6.04,,,http://aladin.u-strasbg.fr/AladinLite/?target=290.128875%2037.81252777777778,2051288445140366464,0.1319348242,-2.14245143,0.011104264,-1.674163563,0.013139826,0.2603097312,0.011306953,-0.030304,13.649816,1.6219234,11.623,10.929,10.785,15.582,0.0064,14.144,0.0079,12.665,0.0123,14.7459,0.001805,13.6883,0.005134,13.225,nan,12.958,nan,12.8145,0.002254,APOGEE,4418(90),2.290(49),-5.428(56),0.200(8),,,,http://dr6.lamost.org/spectrum/view?obsid=580705211,,http://skyserver.sdss.org/dr16/en/tools/explore/summary.aspx?apid=2M19203092+3748450,,https://xtgrid.astroserver.org/SWXNIR_301_ZPS71B_249_spec-57918-KP192409N391242V05_sp05-211_trim_dat.pdf,5730,70,4.641,0.029,-124.74,15.14,0.322,G5V,45010,G5,nan,nan,nan,-5.82204,0.049629,4500,,-5.27,0.072,-5.81,-5.27,0.072,0.51,7.89E-51,5.13E-38,4.48E-52,6.83E-38,6.56E-35,4.18E-37,field,,7.89E-51,RGB*,,,*iC|IR |* |* |* |RG*,,
250,Rotational,2569324,nodata,new detection,2MASSJ19203848+3749496,Gaia EDR3 2051294281994746880,,,,rotating,cluster,MS,10.90059,,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/04/qphase_250.png,https://drive.google.com/file/d/1L_9XCemCa4usbNPY-_bzAWl-O7kDBkqX/view?usp=sharing,https://drive.google.com/file/d/1MwEkVNiTvlAyg0DLoqGrRRYdBT8469DL/view?usp=sharing,19:20:38.52 +37:49:49.9,290.1605,37.83052778,5.06,,,http://aladin.u-strasbg.fr/AladinLite/?target=290.1605%2037.830527777777775,2051294281994746880,0.09173815362,-0.4440714692,0.08114136,-2.323338426,0.0995718,0.2113298295,0.08229059,-0.024345,17.983418,1.1824417,16.533,16.291,16.469,19.206,0.0114,18.224,0.0062,17.205,0.003,18.633,0.011003,17.9724,0.009597,17.7061,0.00468,17.6012,0.006625,17.4997,0.00599,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,5143.45,nan,nan,nan,,,,,,,nan,0.9991416169,0.998279717,0.9980970959,0.9850950274,0.9676786653,0.9869479842,cluster,1,0.9991416169,,,,,,
251,Pulsating,2435987,17lc,,KIC 2435987,Gaia EDR3 2051291228279110912,,,,solar-like,cluster,RGB,0.305924,,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/04/qphase_251.png,https://drive.google.com/file/d/1-UWOwnbs8FlY3UZ0BGp4KGgL0zA5Pubk/view?usp=sharing,https://drive.google.com/file/d/1zpblS8cx5X3Gs9Faivfl_2IHsJ9vXiG-/view?usp=sharing,19:20:19.74 +37:46:55.0,290.08225,37.78194444,8.34,,,http://aladin.u-strasbg.fr/AladinLite/?target=290.08225%2037.781944444444434,2051291228279110912,3.268785711,-0.4816033403,0.016416132,-2.288476204,0.018164443,0.2046496549,0.016119502,-0.029777,14.528966,1.5927553,12.513,11.863,11.704,16.425,0.0042,14.977,0.0042,13.534,0.0067,20.5311,0.018338,19.6006,0.011506,19.2067,0.015888,18.9953,0.020965,18.8422,0.017704,APOGEE,4428(98),2.490(46),-44(4),0.400(9),,,https://xtgrid.astroserver.org/ZVVG1U_332_ZLNV9K_251_ADP_2019-04-30T11_22_50_725_trim_dat.php?ref=ZLNV9K,http://dr6.lamost.org/spectrum/view?obsid=52605203,,http://skyserver.sdss.org/dr16/en/tools/explore/summary.aspx?apid=2M19201973+3746549,,,3950,70,2.168,0.012,-56.87,0.37,-1.256,K4III,42014,,nan,nan,nan,nan,nan,nan,,,,-44.32,-44.32,,1.00,0.999196702,0.9966429542,0.9979418528,0.9895403953,0.9870037171,0.9862880592,cluster,1,0.999196702,**,RGB - SL,solar-like,*iC|IR |RG*|* |* |** |** |RG*|* |*,,
253,Pulsating,2569204,11lc,,[TGM2014] 45009,Gaia EDR3 2051294251936167424,,,,solar-like,cluster,RGB,2.1053,,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/04/qphase_253.png,https://drive.google.com/file/d/17Xqrje5mAE_vEmoF0e4PgRSOna102ajL/view?usp=sharing,https://drive.google.com/file/d/1W8d9kjZM1gY8W1OG4nj-eW69JKVtWkoM/view?usp=sharing,19:20:35.19 +37:48:58.0,290.146625,37.81611111,5.19,,,http://aladin.u-strasbg.fr/AladinLite/?target=290.146625%2037.81611111111111,2051294251936167424,0.4749916876,-0.3793400275,0.010382522,-2.310195563,0.011810622,0.2063319192,0.010243046,-0.034218,13.292819,2.083497,10.789,10.002,9.765,15.783,0.0045,14.099,0.0005,12.076,0.001,14.8106,0.001878,13.413,nan,12.769,nan,12.343,nan,12.1185,0.006057,APOGEE,3967(77),1.430(43),-47.909(11),0.300(8),,,https://xtgrid.astroserver.org/BZG5OB_332_ZLNV9K_253_ADP_2019-04-26T12_02_06_619_trim_dat.php?ref=ZLNV9K,,,http://skyserver.sdss.org/dr16/en/tools/explore/summary.aspx?apid=2M19203519+3748579,,,3750,70,2.621,0.018,-47.54,0.3,-0.421,?,45009,,nan,nan,nan,-48.3095,0.034521,3750,,,,-47.71,-47.71,,0.98,0.9991702553,0.9981730372,0.9980533623,0.9845406284,0.9684764626,0.9866982687,cluster,1,0.9991702553,* |*,ARGB I - Solarlike,solar-like,,,
254,Rotational,2569162,nodata,,Gaia EDR3 2051288376420896384,Gaia EDR3 2051288376420896384,02444_8,LON,78,rotating,cluster,MS,5.903468,,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/04/qphase_254.png,https://drive.google.com/file/d/1bYGEI6lhjsFtJTNHhPgy42OTmXtyC7Zk/view?usp=sharing,https://drive.google.com/file/d/1kztauER_tGQeIJ5sfFf921DSx2bEOkL-/view?usp=sharing,19:20:33.99 +37:48:37.2,290.141625,37.81033333,5.29,,,http://aladin.u-strasbg.fr/AladinLite/?target=290.141625%2037.81033333333333,2051288376420896384,0.1693919574,-0.5501901216,0.08892304,-2.266064943,0.10533108,0.2713948481,0.08635382,-0.023345,18.08844,1.1055584,null,null,null,19.267,0.0156,18.354,0.0021,17.351,0.0044,18.7189,0.010911,18.0773,0.007394,17.8526,0.015301,17.718,0.012477,17.6499,0.009641,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,4936,-48.3095,0.034521,3750,,,,,,,nan,0.9977418527,0.9976201169,0.9952173954,0.9720288625,0.9597979575,0.9722835564,cluster,,0.9977418527,,,,,,
255,Rotational,2436011,nodata,new detection,[CBB2013b] 1812,Gaia EDR3 2051287895379273088,,,,rotating,cluster,MS,10.00397,,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/04/qphase_255.png,https://drive.google.com/file/d/1FLgjV67eFL2zmg_QxCc6AWKF7mRHNAL7/view?usp=sharing,https://drive.google.com/file/d/1eK41qYjOND3T0kcUMzwPvDF9Mq9jSyUJ/view?usp=sharing,19:20:20.25 +37:46:33.6,290.084375,37.776,8.19,,,http://aladin.u-strasbg.fr/AladinLite/?target=290.084375%2037.775999999999996,2051287895379273088,0.09996031575,-0.4809662961,0.2409123,-2.347054023,0.30353904,0.165253389,0.24390659,-0.02478,19.632263,1.5152206,null,null,null,21.091,0.0538,20.044,0.0715,18.988,0.0333,20.5311,0.018338,19.6006,0.011506,19.2067,0.015888,18.9953,0.020965,18.8422,0.017704,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,-43.7471,3.61369,4500,,,,,,,nan,,,,0.9890507896,0.9858879548,0.9866240962,cluster,,0,Candidate_HB*,,,HB?|*|possibily sdB,,
256,Binary,2436044,nodata,,Gaia EDR3 2051288269040355584,Gaia EDR3 2051288269040355584,01441_8,EW,m,contact,field,MS,0.2453369667,0.2453369667,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/04/qphase_256.png,https://drive.google.com/file/d/1Wt_zYQn8neCSbJlzHhWqP9c17Bxfbdxl/view?usp=sharing,https://drive.google.com/file/d/1um3Xjqz0txHQHs_qFKaDksjquUrsIcdZ/view?usp=sharing,19:20:21.91 +37:46:40.6,290.0912917,37.77794444,7.78,0.24533697(21),2454964.6646(7),http://aladin.u-strasbg.fr/AladinLite/?target=290.0912916666667%2037.77794444444445,2051288269040355584,4.07602659,-1.114605855,0.21942554,-3.082636809,0.2788122,0.0122531808,0.21717663,-0.033689,19.452387,1.6573277,null,null,null,21.416,0.0347,20.014,0.0172,18.434,0.0199,20.5803,0.033482,19.4037,0.039536,18.95,0.012928,18.6532,0.013927,18.4803,0.034938,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,-43.7471,3.61369,4500,,,,,,,nan,,1.68E-06,,8.91E-09,6.02E-07,7.08E-09,field,,0,,,,,,WUMa wtype Possible third body tough oc
257,Binary,2436293,nodata,new detection,2MASSJ19203140+3747283,Gaia EDR3 2051288337759883648,,,,binary,field,below AGB,0.202936,,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/04/qphase_257.png,https://drive.google.com/file/d/1X8Uc27hFP4xVhOZYFdZN6sTee1-mAhNf/view?usp=sharing,https://drive.google.com/file/d/1ryLLD5eGKlKTVcM0Qhn20eBIZb4kOvIe/view?usp=sharing,19:20:31.40 +37:47:28.3,290.1308333,37.79119444,5.53,,,http://aladin.u-strasbg.fr/AladinLite/?target=290.1308333333333%2037.791194444444436,2051288337759883648,4.927661923,4.555569504,0.12917252,4.107550394,0.15249111,4.69057261,0.12561944,-0.035509,18.577751,3.134344,15.439,14.854,14.644,21.866,0.0253,20.132,0.0138,17.108,0.0072,20.7994,0.026103,19.5084,0.003881,17.8661,0.006614,17.096,0.003939,16.7257,0.007369,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,nan,,0.00E+00,,0.00E+00,1.39E-282,0,field,,0,,,,,,
258,Binary,,nokic,new detection,19:20:31.99 +37:47:42.4,,,,,binary,?,?,0.408212,,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/04/qphase_258.png,https://drive.google.com/file/d/1WQSCwttbrlpWjm6oblz1kJkqn-z9cO4Q/view?usp=sharing,https://drive.google.com/file/d/1NKa3QVYrv7fQD8c73GC3N3i3bZBsaxjx/view?usp=sharing,19:20:31.99 +37:47:42.4,290.1332917,37.79511111,5.44,,,http://aladin.u-strasbg.fr/AladinLite/?target=290.13329166666665%2037.79511111111111,,2.449707505,,,,,,,,,,null,null,null,23.699,0.1979,22.282,0.1396,20.189,0.0242,20.7994,0.026103,19.5084,0.003881,17.8661,0.006614,17.096,0.003939,16.7257,0.007369,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,nan,,,,,,,?,,0,,,,,,
259,Binary,,nokic,,Cl* NGC 6791 KR V109,Gaia EDR3 2051288170257319808,V109,EA,m?,active eclipsing,field,MS,3.702438222,3.702438222,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/04/qphase_259.png,https://drive.google.com/file/d/1ubEl5ZSiK9DpnpkZkusYOeq6YReg9zg1/view?usp=sharing,https://drive.google.com/file/d/1BPCa6u-8maLXtelW5C9MllW52d6JN5hL/view?usp=sharing,19:20:33.81 +37:47:37.0,290.140875,37.79361111,4.97,3.7024382(14),2454968.16622(31),http://aladin.u-strasbg.fr/AladinLite/?target=290.140875%2037.79361111111111,2051288170257319808,0.2700922851,-0.2258876227,0.38896605,-1.717311325,0.48344085,0.2077680385,0.37983024,nan,20.135117,1.8133316,null,null,null,22.149,0.0784,20.802,0.0106,18.986,0.0141,21.4139,0.055941,20.2038,0.030638,19.6371,0.032867,19.2765,0.023803,19.0357,0.036853,ESO,9100(140),4.91(6),6(4),0.257(0.135),https://astroserver.org/tracking/E2WRQ5.php,HECTOSPEC,https://xtgrid.astroserver.org/NKBC4J_108_E2WRQ5_259_ADP_2019-04-30T11_22_50_749_trim_dat.php?ref=E2WRQ5,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,nan,,,,0.2980686713,0.2105963998,0.2431541505,field,,0,EB*,,,EB*,,
260,Binary,2569138,nodata,,V* V515 Lyr,Gaia EDR3 2051288372119654528,V11,EA,m?,active eclipsing,field,MS,0.88304,0.8830527152,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/04/qphase_260.png,https://drive.google.com/file/d/1j3Ci9dlmPmIaPcwz_0zwGE10UIlJkoyi/view?usp=sharing,https://drive.google.com/file/d/1UJvRQKr728X7UIE8MJpwO6xzmJE6K2kB/view?usp=sharing,19:20:33.30 +37:48:16.3,290.13875,37.80452778,5.31,0.88305272(12),2454964.71084(11) ,http://aladin.u-strasbg.fr/AladinLite/?target=290.13875%2037.80452777777778,2051288372119654528,1.132451531,-2.915555253,0.18783602,-5.971047569,0.22284544,0.009059388639,0.19185849,-0.017139,19.204636,1.2217579,null,null,null,20.571,0.0129,19.527,0.0048,18.376,0.0203,19.0671,0.007967,18.3685,0.011465,18.0913,0.007426,17.9585,0.009341,17.8634,0.018379,ESO,8380(50),4(1),9(4),0.133(0.098),https://astroserver.org/tracking/E2WRQ5.php,HECTOSPEC,https://xtgrid.astroserver.org/8YUH7L_105_E2WRQ5_260_ADP_2019-04-30T11_22_50_733_trim_dat.php?ref=E2WRQ5,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,nan,,3.91E-142,,2.07E-157,4.52E-139,3.38E-155,field,,0,,,,,,
261,Rotational,2569185,nodata,,Cl* NGC 6791 KR V113,Gaia EDR3 2051288372119657728,,,,rotating,cluster,MSTO,13.427779,,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/04/qphase_261.png,https://drive.google.com/file/d/1o2ZExzL5u6SK5dEzVOqCJNIBCFic3ElH/view?usp=sharing,https://drive.google.com/file/d/1YM6GhZiu1Ypq2l_QQRSpgAfi-9biXKcI/view?usp=sharing,19:20:34.85 +37:48:14.6,290.1452083,37.80405556,4.94,,,http://aladin.u-strasbg.fr/AladinLite/?target=290.14520833333336%2037.804055555555564,2051288372119657728,0.07447247977,-0.2146130412,0.05711317,-2.254254544,0.064745,0.2318114284,0.056293685,-0.027712,17.257645,1.1516705,15.839,15.597,15.285,18.441,0.0066,17.544,0.0007,16.523,0.001,17.9016,0.004212,17.2512,0.003996,16.9903,0.006007,16.8836,0.005108,16.8117,0.006951,HECTOSPEC,5410(60),3.901(28),-90.2(9),-0.292(0.302),https://astroserver.org/tracking/XZR329.php,https://xtgrid.astroserver.org/AZPLB8_101_XZR329_ID261_044_7_4_1_55_13_30_ms_trim_dat.php?ref=XZR329,,,,,,,,,,,,,,,,,nan,nan,nan,-48.3095,0.034521,3750,,,,,,,nan,0.9969306493,0.9945230926,0.9919320686,0.9581528051,0.9262926299,0.9655076105,cluster,1,0.9969306493,V*,,,IR |V*|*,,
262,Binary,2569175,nodata,new detection,Gaia EDR3 2051288372129693440,Gaia EDR3 2051288372129693440,,,,eclipsing,cluster,MS,43.49939064,43.49939467,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/04/qphase_262.png,https://drive.google.com/file/d/1xai5mAlCOcOxFI_p4yJL1sM18ygVWacw/view?usp=sharing,https://drive.google.com/file/d/1F-rejAYYmAsT638szaLLa5kMe94mw0uO/view?usp=sharing,19:20:34.48 +37:48:27.8,290.1436667,37.80772222,5.11,43.499395(21), 2455041.61331(38) ,http://aladin.u-strasbg.fr/AladinLite/?target=290.14366666666666%2037.807722222222225,2051288372129693440,0.02298882778,-0.3028064339,0.105068915,-2.227500015,0.1257069,0.4108165825,0.103889644,-0.021062,18.382996,1.2065067,16.819,15.656,16.14,19.675,0.0063,18.683,0.0009,17.591,0.0014,19.0671,0.007967,18.3685,0.011465,18.0913,0.007426,17.9585,0.009341,17.8634,0.018379,ESO,8500(170),4.87(12),238(2),-0.957(0.182),https://astroserver.org/tracking/E2WRQ5.php,,https://xtgrid.astroserver.org/BWLRRR_308_E2WRQ5_262_ADP_2019-04-30T13_11_35_986_trim_dat.php?ref=E2WRQ5,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,nan,0.8980822487,0.9974664606,0.8652789235,0.7914480571,0.9602865201,0.8175636412,cluster,,0.8980822487,,,,long Eclipsing binary,,
263,Rotational,2569334,nodata,,V* V598 Lyr,Gaia EDR3 2051294286296294528,V17,RO1,88,rotating,cluster,RGB,6.291212,,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/04/qphase_263.png,https://drive.google.com/file/d/1dqq15I4DJXyxw4rXEEn_doirvLEt48RW/view?usp=sharing,https://drive.google.com/file/d/1_iaqHnOF_1ufwnxhzHAopRZ_SXIG17PZ/view?usp=sharing,19:20:38.89 +37:49:04.4,290.1620417,37.81788889,4.49,,,http://aladin.u-strasbg.fr/AladinLite/?target=290.16204166666665%2037.81788888888889,2051294286296294528,0.158951884,-0.3117567657,0.062080868,-2.411569581,0.074991405,0.1465018765,0.06256328,-0.029194,17.446913,1.4006405,15.795,15.248,15.055,19.116,0.0064,17.962,0.0012,16.67,0.0011,18.4774,0.001479,17.6749,0.015564,17.2734,0.014295,17.0304,0.011039,16.8973,0.007941,HECTOSPEC,5450(50),3.784(32),-66.7(9),-0.090(0.076),https://astroserver.org/tracking/XZR329.php,https://xtgrid.astroserver.org/FQOWFU_102_XZR329_ID263_263_7_2_0_24_59_53_ms_trim_dat.php?ref=XZR329,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,nan,0.9985917319,0.9966076221,0.9954523567,0.9717662382,0.9350555531,0.9797943583,cluster,1,0.9985917319,BYDra,SGB - RotV*,RotV-spotted,IR |V* |BY*|*iC|*iC|*,WOCS ID 170008,WIYN OPEN CLUSTER STUDY. LXXI. SPECTROSCOPIC MEMBERSHIP AND ORBITS OF NGC 6791 SUB-SUBGIANTS (iop.org)
